"filename", "language", "C++", "CMake", "TypeScript", "YAML", "CMakeCache", "JSON", "comment", "blank", "total"
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer.dir/cmake_clean.cmake", "CMake", 0, 47, 0, 0, 0, 0, 1, 2, 50
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer.dir/compiler_depend.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen.dir/AutogenInfo.json", "JSON", 0, 0, 0, 0, 0, 339, 0, 1, 340
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen.dir/DependInfo.cmake", "CMake", 0, 11, 0, 0, 0, 0, 6, 7, 24
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen.dir/cmake_clean.cmake", "CMake", 0, 9, 0, 0, 0, 0, 1, 2, 12
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen.dir/compiler_depend.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen_timestamp_deps.dir/DependInfo.cmake", "CMake", 0, 10, 0, 0, 0, 0, 6, 7, 23
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen_timestamp_deps.dir/cmake_clean.cmake", "CMake", 0, 3, 0, 0, 0, 0, 1, 2, 6
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/SparkPlayer_autogen_timestamp_deps.dir/compiler_depend.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/home/xiaojiang/DEV/SparkPlayer/build/CMakeFiles/VerifyGlobs.cmake", "CMake", 0, 172, 0, 0, 0, 0, 20, 19, 211
"/home/xiaojiang/DEV/SparkPlayer/build/SparkPlayer_autogen/moc_predefs.h", "C++", 459, 0, 0, 0, 0, 0, 0, 1, 460
"/home/xiaojiang/DEV/SparkPlayer/build/SparkPlayer_autogen/mocs_compilation.cpp", "C++", 9, 0, 0, 0, 0, 0, 1, 1, 11
"/home/xiaojiang/DEV/SparkPlayer/build/cmake_install.cmake", "CMake", 0, 62, 0, 0, 0, 0, 7, 10, 79
"/home/xiaojiang/DEV/SparkPlayer/build/compile_commands.json", "JSON", 0, 0, 0, 0, 0, 104, 0, 0, 104
"/home/xiaojiang/DEV/SparkPlayer/include.h", "C++", 30, 0, 0, 0, 0, 0, 2, 3, 35
"/home/xiaojiang/DEV/SparkPlayer/main.cpp", "C++", 43, 0, 0, 0, 0, 0, 2, 4, 49
"/home/xiaojiang/DEV/SparkPlayer/sparkplayer.cpp", "C++", 251, 0, 0, 0, 0, 0, 29, 43, 323
"/home/xiaojiang/DEV/SparkPlayer/sparkplayer.h", "C++", 53, 0, 0, 0, 0, 0, 2, 15, 70
"/home/xiaojiang/DEV/SparkPlayer/utils/Codec.cpp", "C++", 740, 0, 0, 0, 0, 0, 63, 105, 908
"/home/xiaojiang/DEV/SparkPlayer/utils/Codec.h", "C++", 141, 0, 0, 0, 0, 0, 10, 33, 184
"/home/xiaojiang/DEV/SparkPlayer/utils/ImageTools.cpp", "C++", 44, 0, 0, 0, 0, 0, 0, 5, 49
"/home/xiaojiang/DEV/SparkPlayer/utils/ImageTools.h", "C++", 16, 0, 0, 0, 0, 0, 2, 3, 21
"/home/xiaojiang/DEV/SparkPlayer/utils/Path.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 6, 36
"/home/xiaojiang/DEV/SparkPlayer/utils/Path.h", "C++", 19, 0, 0, 0, 0, 0, 0, 3, 22
"/home/xiaojiang/DEV/SparkPlayer/widgets/FlowLayout.cpp", "C++", 122, 0, 0, 0, 0, 0, 0, 22, 144
"/home/xiaojiang/DEV/SparkPlayer/widgets/FlowLayout.h", "C++", 32, 0, 0, 0, 0, 0, 78, 21, 131
"/home/xiaojiang/DEV/SparkPlayer/widgets/ImageBox.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 6, 54
"/home/xiaojiang/DEV/SparkPlayer/widgets/ImageBox.h", "C++", 22, 0, 0, 0, 0, 0, 0, 9, 31
"/home/xiaojiang/DEV/SparkPlayer/widgets/MainPage.cpp", "C++", 92, 0, 0, 0, 0, 0, 4, 17, 113
"/home/xiaojiang/DEV/SparkPlayer/widgets/MainPage.h", "C++", 48, 0, 0, 0, 0, 0, 1, 21, 70
"/home/xiaojiang/DEV/SparkPlayer/widgets/MediaBox.cpp", "C++", 123, 0, 0, 0, 0, 0, 2, 21, 146
"/home/xiaojiang/DEV/SparkPlayer/widgets/MediaBox.h", "C++", 33, 0, 0, 0, 0, 0, 0, 17, 50
"/home/xiaojiang/DEV/SparkPlayer/widgets/MediaListButton.cpp", "C++", 65, 0, 0, 0, 0, 0, 1, 18, 84
"/home/xiaojiang/DEV/SparkPlayer/widgets/MediaListButton.h", "C++", 26, 0, 0, 0, 0, 0, 1, 10, 37
"/home/xiaojiang/DEV/SparkPlayer/widgets/PlayListBox.cpp", "C++", 38, 0, 0, 0, 0, 0, 1, 9, 48
"/home/xiaojiang/DEV/SparkPlayer/widgets/PlayListBox.h", "C++", 19, 0, 0, 0, 0, 0, 0, 8, 27
"/home/xiaojiang/DEV/SparkPlayer/widgets/TimeLine.cpp", "C++", 111, 0, 0, 0, 0, 0, 4, 15, 130
"/home/xiaojiang/DEV/SparkPlayer/widgets/TimeLine.h", "C++", 24, 0, 0, 0, 0, 0, 0, 9, 33
"/home/xiaojiang/DEV/SparkPlayer/widgets/TitleBar.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 9, 48
"/home/xiaojiang/DEV/SparkPlayer/widgets/TitleBar.h", "C++", 18, 0, 0, 0, 0, 0, 0, 10, 28
"/home/xiaojiang/DEV/SparkPlayer/widgets/VideoBox.cpp", "C++", 73, 0, 0, 0, 0, 0, 12, 12, 97
"/home/xiaojiang/DEV/SparkPlayer/widgets/VideoBox.h", "C++", 26, 0, 0, 0, 0, 0, 0, 11, 37
"/home/xiaojiang/DEV/SparkPlayer/widgets/VolumeBox.cpp", "C++", 116, 0, 0, 0, 0, 0, 0, 16, 132
"/home/xiaojiang/DEV/SparkPlayer/widgets/VolumeBox.h", "C++", 35, 0, 0, 0, 0, 0, 1, 17, 53
"Total", "-", 4024, 518, 29, 282, 509, 5104, 442, 989, 11897
